index,timestamp,value,instance
15,2022-02-24 11:43:23,87.542,825cc2
15,2022-02-24 11:43:23,0.132,c6585a
16,2022-02-24 11:43:28,0.132,24ae8d
16,2022-02-24 11:43:28,2.314,fe7f93
16,2022-02-24 11:43:28,1.732,53ea38
16,2022-02-24 11:43:28,0.098,77c1ca
16,2022-02-24 11:43:28,42.066,ac20cd
16,2022-02-24 11:43:28,90.75,825cc2
16,2022-02-24 11:43:28,51.216,5f5533
16,2022-02-24 11:43:28,0.066,c6585a
17,2022-02-24 11:43:33,0.068,c6585a
17,2022-02-24 11:43:33,2.07,fe7f93
17,2022-02-24 11:43:33,43.544,ac20cd
17,2022-02-24 11:43:33,0.1,77c1ca
17,2022-02-24 11:43:33,91.65,825cc2
17,2022-02-24 11:43:33,46.31399999999999,5f5533
17,2022-02-24 11:43:33,0.134,24ae8d
17,2022-02-24 11:43:33,1.802,53ea38
18,2022-02-24 11:43:38,0.102,77c1ca
18,2022-02-24 11:43:38,38.404,ac20cd
18,2022-02-24 11:43:38,1.764,53ea38
18,2022-02-24 11:43:38,45.0,5f5533
18,2022-02-24 11:43:38,90.06200000000004,825cc2
18,2022-02-24 11:43:38,2.4,fe7f93
18,2022-02-24 11:43:38,0.132,c6585a
18,2022-02-24 11:43:38,0.134,24ae8d
19,2022-02-24 11:43:43,50.224,5f5533
19,2022-02-24 11:43:43,42.018,ac20cd
19,2022-02-24 11:43:43,0.136,24ae8d
19,2022-02-24 11:43:43,0.098,77c1ca
19,2022-02-24 11:43:43,2.07,fe7f93
19,2022-02-24 11:43:43,1.86,53ea38
19,2022-02-24 11:43:43,0.066,c6585a
19,2022-02-24 11:43:43,93.416,825cc2
20,2022-02-24 11:43:48,44.872,ac20cd
20,2022-02-24 11:43:48,1.998,53ea38
20,2022-02-24 11:43:48,3.588,fe7f93
20,2022-02-24 11:43:48,0.066,c6585a
20,2022-02-24 11:43:48,48.096,5f5533
20,2022-02-24 11:43:48,89.904,825cc2
20,2022-02-24 11:43:48,0.132,24ae8d
20,2022-02-24 11:43:48,0.098,77c1ca
21,2022-02-24 11:43:53,0.066,c6585a
21,2022-02-24 11:43:53,1.7719999999999998,53ea38
21,2022-02-24 11:43:53,2.192,fe7f93
21,2022-02-24 11:43:53,0.134,24ae8d
21,2022-02-24 11:43:53,0.066,77c1ca
21,2022-02-24 11:43:53,40.658,ac20cd
21,2022-02-24 11:43:53,90.542,825cc2
21,2022-02-24 11:43:53,43.544,5f5533
22,2022-02-24 11:43:58,42.276,ac20cd
22,2022-02-24 11:43:58,90.628,825cc2
22,2022-02-24 11:43:58,0.066,c6585a
22,2022-02-24 11:43:58,1.734,53ea38
22,2022-02-24 11:43:58,0.134,24ae8d
22,2022-02-24 11:43:58,0.098,77c1ca
22,2022-02-24 11:43:58,48.85,5f5533
22,2022-02-24 11:43:58,2.3,fe7f93
23,2022-02-24 11:44:03,0.134,c6585a
23,2022-02-24 11:44:03,43.052,ac20cd
23,2022-02-24 11:44:03,0.102,77c1ca
23,2022-02-24 11:44:03,91.166,825cc2
23,2022-02-24 11:44:03,2.134,fe7f93
23,2022-02-24 11:44:03,0.066,24ae8d
23,2022-02-24 11:44:03,40.942,5f5533
23,2022-02-24 11:44:03,1.766,53ea38
24,2022-02-24 11:44:08,52.58600000000001,5f5533
24,2022-02-24 11:44:08,0.134,24ae8d
24,2022-02-24 11:44:08,43.56800000000001,ac20cd
24,2022-02-24 11:44:08,0.066,c6585a
24,2022-02-24 11:44:08,1.76,53ea38
24,2022-02-24 11:44:08,2.2840000000000003,fe7f93
24,2022-02-24 11:44:08,90.5,825cc2
24,2022-02-24 11:44:08,0.068,77c1ca
25,2022-02-24 11:44:13,0.066,c6585a
25,2022-02-24 11:44:13,2.12,fe7f93
25,2022-02-24 11:44:13,1.7380000000000002,53ea38
25,2022-02-24 11:44:13,89.166,825cc2
25,2022-02-24 11:44:13,38.356,ac20cd
25,2022-02-24 11:44:13,45.802,5f5533
25,2022-02-24 11:44:13,0.134,24ae8d
25,2022-02-24 11:44:13,0.1,77c1ca
26,2022-02-24 11:44:18,2.35,fe7f93
26,2022-02-24 11:44:18,43.122,5f5533
26,2022-02-24 11:44:18,0.066,c6585a
26,2022-02-24 11:44:18,90.292,825cc2
26,2022-02-24 11:44:18,39.788,ac20cd
26,2022-02-24 11:44:18,1.93,53ea38
26,2022-02-24 11:44:18,0.102,77c1ca
26,2022-02-24 11:44:18,0.066,24ae8d
27,2022-02-24 11:44:23,50.774,5f5533
27,2022-02-24 11:44:23,90.208,825cc2
27,2022-02-24 11:44:23,2.166,fe7f93
27,2022-02-24 11:44:23,1.8,53ea38
27,2022-02-24 11:44:23,41.83,ac20cd
27,2022-02-24 11:44:23,0.134,24ae8d
27,2022-02-24 11:44:23,0.1,77c1ca
27,2022-02-24 11:44:23,0.066,c6585a
28,2022-02-24 11:44:28,46.262,5f5533
28,2022-02-24 11:44:28,0.102,77c1ca
28,2022-02-24 11:44:28,1.732,53ea38
28,2022-02-24 11:44:28,39.038,ac20cd
28,2022-02-24 11:44:28,0.132,c6585a
28,2022-02-24 11:44:28,2.314,fe7f93
28,2022-02-24 11:44:28,0.134,24ae8d
28,2022-02-24 11:44:28,93.626,825cc2
29,2022-02-24 11:44:33,43.052,5f5533
29,2022-02-24 11:44:33,0.134,24ae8d
29,2022-02-24 11:44:33,0.068,77c1ca
29,2022-02-24 11:44:33,0.068,c6585a
29,2022-02-24 11:44:33,42.184,ac20cd
29,2022-02-24 11:44:33,1.766,53ea38
29,2022-02-24 11:44:33,93.624,825cc2
29,2022-02-24 11:44:33,2.186,fe7f93
30,2022-02-24 11:44:38,41.76,ac20cd
30,2022-02-24 11:44:38,50.718,5f5533
30,2022-02-24 11:44:38,2.33,fe7f93
30,2022-02-24 11:44:38,93.756,825cc2
30,2022-02-24 11:44:38,0.1,77c1ca
30,2022-02-24 11:44:38,0.132,24ae8d
30,2022-02-24 11:44:38,1.798,53ea38
30,2022-02-24 11:44:38,0.134,c6585a
31,2022-02-24 11:44:43,93.542,825cc2
31,2022-02-24 11:44:43,2.108,fe7f93
31,2022-02-24 11:44:43,1.8,53ea38
31,2022-02-24 11:44:43,0.102,77c1ca
31,2022-02-24 11:44:43,45.798,5f5533
31,2022-02-24 11:44:43,43.99,ac20cd
31,2022-02-24 11:44:43,0.136,24ae8d
31,2022-02-24 11:44:43,0.066,c6585a
32,2022-02-24 11:44:48,0.066,c6585a
32,2022-02-24 11:44:48,2.3280000000000003,fe7f93
32,2022-02-24 11:44:48,1.99,53ea38
32,2022-02-24 11:44:48,73.17,77c1ca
32,2022-02-24 11:44:48,41.476000000000006,ac20cd
32,2022-02-24 11:44:48,46.55,5f5533
32,2022-02-24 11:44:48,0.134,24ae8d
32,2022-02-24 11:44:48,92.042,825cc2
33,2022-02-24 11:44:53,3.434,fe7f93
33,2022-02-24 11:44:53,48.122,5f5533
33,2022-02-24 11:44:53,0.134,24ae8d
33,2022-02-24 11:44:53,0.068,c6585a
33,2022-02-24 11:44:53,1.7380000000000002,53ea38
33,2022-02-24 11:44:53,84.05,77c1ca
33,2022-02-24 11:44:53,90.938,825cc2
33,2022-02-24 11:44:53,39.236,ac20cd
34,2022-02-24 11:44:58,2.424,fe7f93
34,2022-02-24 11:44:58,91.376,825cc2
34,2022-02-24 11:44:58,40.23,5f5533
34,2022-02-24 11:44:58,0.132,24ae8d
34,2022-02-24 11:44:58,41.798,ac20cd
34,2022-02-24 11:44:58,94.87,77c1ca
34,2022-02-24 11:44:58,0.066,c6585a
34,2022-02-24 11:44:58,1.76,53ea38
35,2022-02-24 11:45:03,68.828,77c1ca
35,2022-02-24 11:45:03,52.606,5f5533
35,2022-02-24 11:45:03,0.132,24ae8d
35,2022-02-24 11:45:03,2.158,fe7f93
35,2022-02-24 11:45:03,39.722,ac20cd
35,2022-02-24 11:45:03,92.666,825cc2
35,2022-02-24 11:45:03,0.134,c6585a
35,2022-02-24 11:45:03,1.7719999999999998,53ea38
36,2022-02-24 11:45:08,0.066,c6585a
36,2022-02-24 11:45:08,2.342,fe7f93
36,2022-02-24 11:45:08,0.134,24ae8d
36,2022-02-24 11:45:08,0.102,77c1ca
36,2022-02-24 11:45:08,40.61,ac20cd
36,2022-02-24 11:45:08,44.652,5f5533
36,2022-02-24 11:45:08,1.764,53ea38
36,2022-02-24 11:45:08,94.42,825cc2
37,2022-02-24 11:45:13,95.584,825cc2
37,2022-02-24 11:45:13,0.134,24ae8d
37,2022-02-24 11:45:13,1.732,53ea38
37,2022-02-24 11:45:13,0.066,77c1ca
37,2022-02-24 11:45:13,2.056,fe7f93
37,2022-02-24 11:45:13,44.414,ac20cd
37,2022-02-24 11:45:13,42.84,5f5533
37,2022-02-24 11:45:13,0.068,c6585a
38,2022-02-24 11:45:18,0.066,24ae8d
38,2022-02-24 11:45:18,2.376,fe7f93
38,2022-02-24 11:45:18,49.272,5f5533
38,2022-02-24 11:45:18,38.404,ac20cd
38,2022-02-24 11:45:18,0.1,77c1ca
38,2022-02-24 11:45:18,90.62,825cc2
38,2022-02-24 11:45:18,0.068,c6585a
38,2022-02-24 11:45:18,2.0,53ea38
39,2022-02-24 11:45:23,8.1,77c1ca
39,2022-02-24 11:45:23,93.478,825cc2
39,2022-02-24 11:45:23,0.134,c6585a
39,2022-02-24 11:45:23,41.982,ac20cd
39,2022-02-24 11:45:23,0.134,24ae8d
39,2022-02-24 11:45:23,1.7,53ea38
39,2022-02-24 11:45:23,47.09,5f5533
39,2022-02-24 11:45:23,2.106,fe7f93
40,2022-02-24 11:45:28,94.504,77c1ca
40,2022-02-24 11:45:28,0.066,c6585a
40,2022-02-24 11:45:28,1.798,53ea38
40,2022-02-24 11:45:28,2.408,fe7f93
40,2022-02-24 11:45:28,45.452,5f5533
40,2022-02-24 11:45:28,42.066,ac20cd
40,2022-02-24 11:45:28,0.134,24ae8d
40,2022-02-24 11:45:28,94.126,825cc2
41,2022-02-24 11:45:33,0.2019999999999999,24ae8d
41,2022-02-24 11:45:33,0.136,77c1ca
41,2022-02-24 11:45:33,93.338,825cc2
41,2022-02-24 11:45:33,1.732,53ea38
41,2022-02-24 11:45:33,42.33600000000001,ac20cd
41,2022-02-24 11:45:33,0.2,c6585a
41,2022-02-24 11:45:33,46.996,5f5533
41,2022-02-24 11:45:33,2.156,fe7f93
42,2022-02-24 11:45:38,0.134,24ae8d
42,2022-02-24 11:45:38,1.764,53ea38
42,2022-02-24 11:45:38,93.458,825cc2
42,2022-02-24 11:45:38,2.464,fe7f93
42,2022-02-24 11:45:38,43.194,5f5533
42,2022-02-24 11:45:38,0.066,c6585a
42,2022-02-24 11:45:38,41.01,ac20cd
42,2022-02-24 11:45:38,0.068,77c1ca
43,2022-02-24 11:45:43,1.7619999999999998,53ea38
43,2022-02-24 11:45:43,43.122,ac20cd
43,2022-02-24 11:45:43,0.068,c6585a
43,2022-02-24 11:45:43,52.94,5f5533
43,2022-02-24 11:45:43,92.166,825cc2
43,2022-02-24 11:45:43,0.134,24ae8d
43,2022-02-24 11:45:43,0.102,77c1ca
43,2022-02-24 11:45:43,2.224,fe7f93
44,2022-02-24 11:45:48,47.212,5f5533
44,2022-02-24 11:45:48,1.97,53ea38
44,2022-02-24 11:45:48,39.954,ac20cd
44,2022-02-24 11:45:48,0.134,24ae8d
44,2022-02-24 11:45:48,0.102,77c1ca
44,2022-02-24 11:45:48,91.584,825cc2
44,2022-02-24 11:45:48,0.068,c6585a
44,2022-02-24 11:45:48,2.428,fe7f93
45,2022-02-24 11:45:53,2.234,fe7f93
45,2022-02-24 11:45:53,40.516,ac20cd
45,2022-02-24 11:45:53,0.098,77c1ca
45,2022-02-24 11:45:53,94.33,825cc2
45,2022-02-24 11:45:53,1.7280000000000002,53ea38
45,2022-02-24 11:45:53,43.144,5f5533
45,2022-02-24 11:45:53,0.132,c6585a
45,2022-02-24 11:45:53,0.068,24ae8d
46,2022-02-24 11:45:58,0.066,c6585a
46,2022-02-24 11:45:58,1.806,53ea38
46,2022-02-24 11:45:58,95.16,77c1ca
46,2022-02-24 11:45:58,2.408,fe7f93
46,2022-02-24 11:45:58,0.132,24ae8d
46,2022-02-24 11:45:58,95.084,825cc2
46,2022-02-24 11:45:58,45.396,ac20cd
46,2022-02-24 11:45:58,50.658,5f5533
47,2022-02-24 11:46:03,0.134,24ae8d
47,2022-02-24 11:46:03,38.188,ac20cd
47,2022-02-24 11:46:03,3.372,fe7f93
47,2022-02-24 11:46:03,7.532,77c1ca
47,2022-02-24 11:46:03,93.958,825cc2
47,2022-02-24 11:46:03,46.292,5f5533
47,2022-02-24 11:46:03,1.8,53ea38
47,2022-02-24 11:46:03,0.066,c6585a
48,2022-02-24 11:46:08,45.164,5f5533
48,2022-02-24 11:46:08,94.714,825cc2
48,2022-02-24 11:46:08,76.472,77c1ca
48,2022-02-24 11:46:08,0.066,c6585a
48,2022-02-24 11:46:08,1.86,53ea38
48,2022-02-24 11:46:08,2.318,fe7f93
48,2022-02-24 11:46:08,42.536,ac20cd
48,2022-02-24 11:46:08,0.134,24ae8d
49,2022-02-24 11:46:13,86.22200000000002,77c1ca
49,2022-02-24 11:46:13,1.7380000000000002,53ea38
49,2022-02-24 11:46:13,92.232,825cc2
49,2022-02-24 11:46:13,0.134,c6585a
49,2022-02-24 11:46:13,38.882,ac20cd
49,2022-02-24 11:46:13,0.134,24ae8d
49,2022-02-24 11:46:13,47.88800000000001,5f5533
49,2022-02-24 11:46:13,2.166,fe7f93
50,2022-02-24 11:46:18,41.852,5f5533
50,2022-02-24 11:46:18,0.068,c6585a
50,2022-02-24 11:46:18,2.386,fe7f93
50,2022-02-24 11:46:18,40.766,ac20cd
50,2022-02-24 11:46:18,0.134,24ae8d
50,2022-02-24 11:46:18,95.2,825cc2
50,2022-02-24 11:46:18,1.992,53ea38
50,2022-02-24 11:46:18,94.076,77c1ca
51,2022-02-24 11:46:23,92.458,825cc2
51,2022-02-24 11:46:23,64.882,77c1ca
51,2022-02-24 11:46:23,40.4,ac20cd
51,2022-02-24 11:46:23,0.066,c6585a
51,2022-02-24 11:46:23,1.702,53ea38
51,2022-02-24 11:46:23,53.17,5f5533
51,2022-02-24 11:46:23,0.134,24ae8d
51,2022-02-24 11:46:23,2.138,fe7f93
52,2022-02-24 11:46:28,41.808,ac20cd
52,2022-02-24 11:46:28,1.766,53ea38
52,2022-02-24 11:46:28,0.134,24ae8d
52,2022-02-24 11:46:28,94.444,825cc2
52,2022-02-24 11:46:28,0.066,c6585a
52,2022-02-24 11:46:28,44.632,5f5533
52,2022-02-24 11:46:28,0.102,77c1ca
52,2022-02-24 11:46:28,2.336,fe7f93
53,2022-02-24 11:46:33,42.324,ac20cd
53,2022-02-24 11:46:33,0.134,24ae8d
53,2022-02-24 11:46:33,43.282,5f5533
53,2022-02-24 11:46:33,0.066,77c1ca
53,2022-02-24 11:46:33,86.736,825cc2
53,2022-02-24 11:46:33,0.132,c6585a
53,2022-02-24 11:46:33,1.76,53ea38
53,2022-02-24 11:46:33,2.23,fe7f93
54,2022-02-24 11:46:38,0.066,24ae8d
54,2022-02-24 11:46:38,0.066,c6585a
54,2022-02-24 11:46:38,53.192,5f5533
54,2022-02-24 11:46:38,1.832,53ea38
54,2022-02-24 11:46:38,44.152,ac20cd
54,2022-02-24 11:46:38,2.452,fe7f93
54,2022-02-24 11:46:38,93.072,825cc2
54,2022-02-24 11:46:38,0.102,77c1ca
55,2022-02-24 11:46:43,1.774,53ea38
55,2022-02-24 11:46:43,0.134,24ae8d
55,2022-02-24 11:46:43,0.1,77c1ca
55,2022-02-24 11:46:43,0.066,c6585a
55,2022-02-24 11:46:43,45.51600000000001,5f5533
55,2022-02-24 11:46:43,2.15,fe7f93
55,2022-02-24 11:46:43,40.234,ac20cd
55,2022-02-24 11:46:43,95.876,825cc2
56,2022-02-24 11:46:48,0.1,77c1ca
56,2022-02-24 11:46:48,0.134,c6585a
56,2022-02-24 11:46:48,93.994,825cc2
56,2022-02-24 11:46:48,40.892,ac20cd
56,2022-02-24 11:46:48,0.134,24ae8d
56,2022-02-24 11:46:48,1.998,53ea38
56,2022-02-24 11:46:48,2.386,fe7f93
56,2022-02-24 11:46:48,47.23,5f5533
57,2022-02-24 11:46:53,46.408,5f5533
57,2022-02-24 11:46:53,2.234,fe7f93
57,2022-02-24 11:46:53,0.066,c6585a
57,2022-02-24 11:46:53,9.866,77c1ca
57,2022-02-24 11:46:53,94.104,825cc2
57,2022-02-24 11:46:53,0.134,24ae8d
57,2022-02-24 11:46:53,1.7919999999999998,53ea38
57,2022-02-24 11:46:53,41.494,ac20cd
58,2022-02-24 11:46:58,0.066,c6585a
58,2022-02-24 11:46:58,40.61,ac20cd
58,2022-02-24 11:46:58,0.066,24ae8d
58,2022-02-24 11:46:58,0.1,77c1ca
58,2022-02-24 11:46:58,93.75,825cc2
58,2022-02-24 11:46:58,2.732,fe7f93
58,2022-02-24 11:46:58,1.798,53ea38
58,2022-02-24 11:46:58,40.118,5f5533
59,2022-02-24 11:47:03,0.068,c6585a
59,2022-02-24 11:47:03,2.9160000000000004,fe7f93
59,2022-02-24 11:47:03,90.852,825cc2
59,2022-02-24 11:47:03,0.132,24ae8d
59,2022-02-24 11:47:03,52.536,5f5533
59,2022-02-24 11:47:03,0.1,77c1ca
59,2022-02-24 11:47:03,42.484,ac20cd
59,2022-02-24 11:47:03,1.838,53ea38
60,2022-02-24 11:47:08,89.584,825cc2
60,2022-02-24 11:47:08,38.774,ac20cd
60,2022-02-24 11:47:08,0.068,77c1ca
60,2022-02-24 11:47:08,45.56399999999999,5f5533
60,2022-02-24 11:47:08,0.134,24ae8d
60,2022-02-24 11:47:08,1.798,53ea38
60,2022-02-24 11:47:08,0.132,c6585a
60,2022-02-24 11:47:08,2.246,fe7f93
61,2022-02-24 11:47:13,0.1,77c1ca
61,2022-02-24 11:47:13,2.084,fe7f93
61,2022-02-24 11:47:13,0.2,24ae8d
61,2022-02-24 11:47:13,94.542,825cc2
61,2022-02-24 11:47:13,1.764,53ea38
61,2022-02-24 11:47:13,45.14,ac20cd
61,2022-02-24 11:47:13,43.908,5f5533
61,2022-02-24 11:47:13,0.066,c6585a
62,2022-02-24 11:47:18,48.058,5f5533
62,2022-02-24 11:47:18,0.066,77c1ca
62,2022-02-24 11:47:18,2.032,53ea38
62,2022-02-24 11:47:18,0.066,c6585a
62,2022-02-24 11:47:18,0.132,24ae8d
62,2022-02-24 11:47:18,40.122,ac20cd
62,2022-02-24 11:47:18,2.248,fe7f93
62,2022-02-24 11:47:18,91.974,825cc2
63,2022-02-24 11:47:23,0.134,24ae8d
63,2022-02-24 11:47:23,2.096,fe7f93
63,2022-02-24 11:47:23,45.4,5f5533
63,2022-02-24 11:47:23,0.1,77c1ca
63,2022-02-24 11:47:23,0.066,c6585a
63,2022-02-24 11:47:23,41.01,ac20cd
63,2022-02-24 11:47:23,93.0,825cc2
63,2022-02-24 11:47:23,1.83,53ea38
64,2022-02-24 11:47:28,92.262,825cc2
64,2022-02-24 11:47:28,0.066,c6585a
64,2022-02-24 11:47:28,0.136,24ae8d
64,2022-02-24 11:47:28,0.1,77c1ca
64,2022-02-24 11:47:28,2.266,fe7f93
64,2022-02-24 11:47:28,1.766,53ea38
64,2022-02-24 11:47:28,45.56399999999999,5f5533
64,2022-02-24 11:47:28,43.708,ac20cd
65,2022-02-24 11:47:33,53.23,5f5533
65,2022-02-24 11:47:33,40.61,ac20cd
65,2022-02-24 11:47:33,2.504,fe7f93
65,2022-02-24 11:47:33,0.102,77c1ca
65,2022-02-24 11:47:33,0.134,c6585a
65,2022-02-24 11:47:33,93.25,825cc2
65,2022-02-24 11:47:33,1.954,53ea38
65,2022-02-24 11:47:33,0.132,24ae8d
66,2022-02-24 11:47:38,93.624,825cc2
66,2022-02-24 11:47:38,52.26600000000001,fe7f93
66,2022-02-24 11:47:38,46.972,5f5533
66,2022-02-24 11:47:38,0.066,24ae8d
66,2022-02-24 11:47:38,1.702,53ea38
66,2022-02-24 11:47:38,0.068,77c1ca
66,2022-02-24 11:47:38,0.066,c6585a
66,2022-02-24 11:47:38,43.49800000000001,ac20cd
67,2022-02-24 11:47:43,0.066,c6585a
67,2022-02-24 11:47:43,0.134,24ae8d
67,2022-02-24 11:47:43,1.866,53ea38
67,2022-02-24 11:47:43,93.436,825cc2
67,2022-02-24 11:47:43,54.806,fe7f93
67,2022-02-24 11:47:43,52.816,5f5533
67,2022-02-24 11:47:43,42.606,ac20cd
67,2022-02-24 11:47:43,0.102,77c1ca
68,2022-02-24 11:47:48,92.774,825cc2
68,2022-02-24 11:47:48,1.966,53ea38
68,2022-02-24 11:47:48,0.132,c6585a
68,2022-02-24 11:47:48,49.062,5f5533
68,2022-02-24 11:47:48,0.134,24ae8d
68,2022-02-24 11:47:48,0.102,77c1ca
68,2022-02-24 11:47:48,46.362,ac20cd
68,2022-02-24 11:47:48,55.736,fe7f93
69,2022-02-24 11:47:53,1.83,53ea38
69,2022-02-24 11:47:53,46.22,5f5533
69,2022-02-24 11:47:53,0.066,c6585a
69,2022-02-24 11:47:53,0.134,24ae8d
69,2022-02-24 11:47:53,91.624,825cc2
69,2022-02-24 11:47:53,0.068,77c1ca
69,2022-02-24 11:47:53,40.306,ac20cd
69,2022-02-24 11:47:53,11.058,fe7f93
70,2022-02-24 11:47:58,0.068,c6585a
70,2022-02-24 11:47:58,20.216,fe7f93
70,2022-02-24 11:47:58,0.098,77c1ca
70,2022-02-24 11:47:58,1.76,53ea38
70,2022-02-24 11:47:58,50.258,5f5533
